,member_casual,start_station_name,number_of_rides,average_duration
968,casual,Long Ave & Belden Ave,188,13.19804965
969,casual,Public Rack - Hamlin Ave & Fullerton Ave,188,14.53945035
970,casual,Austin Blvd & Madison St,190,101.8581579
971,casual,Central Ave & Chicago Ave,190,319.1235088
972,casual,Mulligan Ave & Wellington Ave,190,16.98438596
973,casual,Meade Ave & Diversey Ave,192,14.52309028
974,casual,Big Marsh Park,196,316.0513605
975,casual,Fullerton & Monitor,196,14.8329932
976,casual,St Louis Ave & 59th St,196,22.84566327
977,casual,Komensky Ave & 31st St,198,16.1520202
978,casual,Central Park Ave & 24th St,199,33.71775544
979,casual,Ping Tom Park (East),199,13.90879397
980,casual,Oak Park & Wellington,200,19.4715
981,casual,Stony Island Ave & 75th St,202,99.79612211
982,casual,Narragansett Ave & School St,203,13.73579639
983,casual,Long Ave & Belmont Ave,205,14.71609756
984,casual,California Ave & Winona St,206,12.70420712
985,casual,Cottage Grove Ave & 71st St,208,51.85200321
986,casual,Kilpatrick Ave & Grand Ave,210,16.80801587
987,casual,Phillips Ave & 79th St,210,122.1525397
988,casual,Kilbourn Ave & Milwaukee Ave,213,55.36267606
989,casual,Lincolnwood Dr & Central St,222,35.59654655
990,casual,N Damen Ave & W Chicago Ave,227,12.55022026
991,casual,Albany Ave & 26th St,229,125.0002911
992,casual,Dodge Ave & Mulford St,229,91.6584425
993,casual,Hoyne Ave & 47th St,229,16.78114993
994,casual,California Ave & 23rd Pl,232,51.06300287
995,casual,Damen Ave & Pershing Rd,232,40.20783046
996,casual,Jeffery Blvd & 71st St,232,132.2319684
997,casual,Sayre & Diversey,232,12.76882184
998,casual,Calumet Park,233,156.252432
999,casual,Western Ave & 104th St,233,39.85436338
1000,casual,Halsted & 63rd - Kennedy-King Vaccination Site,235,156.8874468
1001,casual,Narragansett & Irving Park,235,17.99978723
1002,casual,Union Ave & Root St,238,34.26057423
1003,casual,Halsted St & 37th St,239,25.68947001
1004,casual,Kenosha & Wellington,240,16.88451389
1005,casual,Cottage Grove Ave & 67th St,244,107.1599044
1006,casual,Kilbourn & Belden,244,14.65560109
1007,casual,Halsted St & 47th Pl,248,81.40557796
1008,casual,Perry Ave & 69th St,253,73.68465086
1009,casual,Princeton Ave & Garfield Blvd,254,104.2852362
1010,casual,Walden Pkwy & 100th St,255,58.88869281
1011,casual,Lawler Ave & 50th St,256,20.22213542
1012,casual,Lockwood Ave & Wrightwood Ave,256,17.39264323
1013,casual,Millard Ave & 26th St,258,32.775323
1014,casual,South Shore Dr & 74th St,258,107.2832687
1015,casual,Archer (Damen) Ave & 37th St,259,62.25057915
1016,casual,Rockwell St & Archer Ave,261,16.42234994
1017,casual,Eberhart Ave & 61st St,273,87.99420024
1018,casual,MLK Jr Dr & 56th St,273,101.7956654
1019,casual,Western Ave & 111th St,275,212.4917576
1020,casual,Indiana Ave & 40th St,276,39.47071256
1021,casual,Pulaski Rd & 21st St,278,15.86300959
1022,casual,Cicero Ave & Lake St,279,279.6744325
1023,casual,Washtenaw Ave & Polk St,279,16.9832736
1024,casual,Kedzie Ave & Roosevelt Rd,281,278.595433
1025,casual,Campbell Ave & Irving Park Rd,283,13.19122497
1026,casual,Dodge Ave & Main St,284,39.73955399
1027,casual,Kostner Ave & Wrightwood Ave,286,15.23700466
1028,casual,Wabash Ave & 87th St,286,127.5607809
1029,casual,Elizabeth St & Fulton St,288,11.70543981
1030,casual,Lamon Ave & Armitage Ave,289,14.36303345
1031,casual,Rockwell St & Cermak Rd,289,12.9621684
1032,casual,Kilbourn & Roscoe,293,16.45938567
1033,casual,Lincoln Ave & Peterson Ave,293,19.68395904
1034,casual,Kilbourn Ave & Irving Park Rd,294,38.21366213
1035,casual,Public Rack - Milwaukee Ave & Diversey Ave,297,12.82721661
1036,casual,Albany Ave & Belmont Ave,305,14.12229508
1037,casual,Western Blvd & 48th Pl,312,151.4159188
1038,casual,Fairfield Ave & Roosevelt Rd,313,97.87177849
1039,casual,Wolcott Ave & Fargo Ave,313,44.30410011
1040,casual,Stony Island Ave & 71st St,317,77.52949527
1041,casual,Ewing Ave & Burnham Greenway,321,42.31240914
1042,casual,MLK Jr Dr & 63rd St,327,117.0701325
1043,casual,Normal Ave & Archer Ave,327,32.23577982
1044,casual,Bosworth Ave & Howard St,329,32.80045593
1045,casual,Western Ave & 24th St,329,31.02705167
1046,casual,Western Ave & Berteau Ave,329,13.92122594
1047,casual,Kedzie Ave & 21st St,331,124.4057402
1048,casual,Stony Island Ave & 64th St,331,100.3940584
1049,casual,Oakley Ave & Touhy Ave,334,40.77280439
1050,casual,Whipple/Irving Park,336,15.7062004
1051,casual,State St & 29th St,340,44.57259804
1052,casual,Kedzie Ave & 57th St,342,12.92772904
1053,casual,Stony Island Ave & 67th St,343,53.60626822
1054,casual,Austin Blvd & Lake St,345,107.5481159
1055,casual,MLK Jr Dr & 47th St,347,62.07478386
1056,casual,Damen Ave & Coulter St,352,184.5194602
1057,casual,Kilpatrick Ave & Parker Ave,356,14.30463483
1058,casual,Clark St & Jarvis Ave,357,20.97852474
1059,casual,Base - 2132 W Hubbard Warehouse,358,18.11210428
1060,casual,Ridge Blvd & Howard St,361,27.25498615
1061,casual,Lincoln Ave & Balmoral Ave,362,15.19341621
1062,casual,Lamon Ave & Belmont Ave,366,16.15437158
1063,casual,Maplewood Ave & Peterson Ave,368,42.42105978
1064,casual,W Washington Blvd & N Peoria St,369,13.61436314
1065,casual,Lavergne & Fullerton,376,14.27588652
1066,casual,Kedzie Ave & Chicago Ave,378,56.25520282
1067,casual,Racine Ave & 13th St,385,46.41632035
1068,casual,St. Louis Ave & Balmoral Ave,388,44.85017182
1069,casual,Wentworth Ave & 63rd St,391,90.72941176
1070,casual,State St & 79th St,395,111.2022363
1071,casual,Elston Ave & Henderson St,396,16.00989057
1072,casual,Kildare Ave & Montrose Ave,399,29.86825397
1073,casual,Princeton Ave & 47th St,400,36.5585
1074,casual,2112 W Peterson Ave,406,39.14597701
1075,casual,Ridge Blvd & Touhy Ave,408,20.76572712
1076,casual,Valli Produce - Evanston Plaza,408,33.99497549
1077,casual,Wood St & 35th St,408,30.5807598
1078,casual,Milwaukee Ave & Cuyler Ave,418,67.60450558
1079,casual,Burnham Greenway & 112th St,421,100.601346
1080,casual,Clark St & Touhy Ave,435,24.10390805
1081,casual,Jeffery Blvd & 67th St,436,54.96402905
1082,casual,Warren Park East,440,25.12
1083,casual,Western Ave & Gunnison St,441,15.92214664
1084,casual,Racine Ave & 35th St,446,68.89409567
1085,casual,Kedzie Ave & Lake St,449,75.66507053
1086,casual,Dodge Ave & Church St,454,66.17577093
1087,casual,Elmwood Ave & Austin St,456,28.24682018
1088,casual,N Shore Channel Trail & Argyle St,465,19.34182796
1089,casual,Francisco Ave & Bloomingdale Ave,466,17.04055794
1090,casual,DuSable Museum,470,30.06609929
1091,casual,Kedzie Ave & Bryn Mawr Ave,479,60.11130828
1092,casual,Wood St & Webster Ave,481,17.79009009
1093,casual,Clinton St & Polk St,483,35.09658385
1094,casual,Pulaski Rd & Eddy St (Temp),483,45.95886818
1095,casual,Cottage Grove Ave & 43rd St,485,45.21560137
1096,casual,Washtenaw Ave & Ogden Ave,488,30.97790301
1097,casual,63rd St Beach,489,96.10102249
1098,casual,Western Ave & Howard St,489,22.68473074
1099,casual,N Paulina St & Lincoln Ave,492,13.06639566
1100,casual,Shields Ave & 28th Pl,496,24.78662634
1101,casual,Budlong Woods Library,499,28.10541082
1102,casual,Central St & Girard Ave,503,58.82027833
1103,casual,Woodlawn Ave & Lake Park Ave,503,48.04092114
1104,casual,Kedzie Ave & George St,504,14.50916005
1105,casual,Prairie Ave & 43rd St,520,47.65596154
1106,casual,California Ave & 21st St,524,34.61466285
1107,casual,Harlem & Irving Park,524,17.19344784
1108,casual,Keystone Ave & Montrose Ave,526,86.25583016
1109,casual,Dorchester Ave & 63rd St,527,80.92662872
1110,casual,Calumet Ave & 35th St,542,39.08748462
1111,casual,Dorchester Ave & 49th St,542,33.87816728
1112,casual,State St & 95th St,544,125.6613358
1113,casual,Knox Ave & Montrose Ave,548,28.9336983
1114,casual,N Southport Ave & W Newport Ave,549,12.20009107
1115,casual,Calumet Ave & 51st St,551,34.37162734
1116,casual,Conservatory Dr & Lake St,551,77.8169389
1117,casual,Ogden Ave & Roosevelt Rd,565,31.76985251
1118,casual,Warren Park West,568,91.26396714
1119,casual,Emerald Ave & 28th St,576,24.68249421
1120,casual,South Shore Dr & 67th St,581,94.13396443
1121,casual,Central Park Ave & Ogden Ave,582,55.67451317
1122,casual,Western Ave & Lunt Ave,582,26.15171821
1123,casual,Central St Metra,584,32.61880708
1124,casual,Cottage Grove Ave & 63rd St,585,49.97746439
1125,casual,Loomis St & Archer Ave,585,21.76071225
1126,casual,Broadway & Wilson Ave,586,13.42050626
1127,casual,Sacramento Blvd & Addison St,588,14.86873583
1128,casual,Francisco Ave & Montrose Ave,593,13.25756043
1129,casual,Western Ave & Granville Ave,594,45.85583614
1130,casual,California Ave & Lake St,595,43.42551821
1131,casual,Ashland Ave & 13th St,596,53.28249441
1132,casual,Long & Irving Park,596,19.58948546
1133,casual,Shields Ave & 31st St,607,20.53594179
1134,casual,Sawyer Ave & Irving Park Rd,611,26.95564648
1135,casual,Ashland Ave & Archer Ave,613,48.85957042
1136,casual,Drake Ave & Montrose Ave,618,39.17812837
1137,casual,Western Ave & Grace St,621,14.20727322
1138,casual,Leavitt St & Archer Ave,628,110.1547505
1139,casual,Cottage Grove Ave & 47th St,638,54.52285789
1140,casual,Pulaski Rd & 51st St,640,9.976067708
1141,casual,Western Ave & 21st St,644,41.20685818
1142,casual,Evanston Civic Center,647,39.54018547
1143,casual,Bernard St & Elston Ave,648,27.90511831
1144,casual,Manor Ave & Leland Ave,649,21.45228557
1145,casual,Kedzie Ave & Foster Ave,650,40.39207692
1146,casual,Troy St & Grace St,663,13.5938914
1147,casual,MLK Jr Dr & Pershing Rd,670,47.96462687
1148,casual,Wallace St & 35th St,674,28.24114738
1149,casual,South Shore Dr & 71st St,675,55.89881481
1150,casual,Keystone Ave & Fullerton Ave,686,63.29142371
1151,casual,Glenwood Ave & Touhy Ave,694,64.07961095
1152,casual,Cottage Grove Ave & Oakwood Blvd,699,86.86261326
1153,casual,Drake Ave & Addison St,716,53.93002793
1154,casual,Narragansett & Wrightwood,718,14.07706592
1155,casual,Base - 2132 W Hubbard,720,14.48467593
1156,casual,Malcolm X College Vaccination Site,727,33.23766621
1157,casual,Eastlake Ter & Rogers Ave,731,56.56586867
1158,casual,Kedzie Ave & Leland Ave,732,50.6912796
1159,casual,Elston Ave & George St,739,14.92437979
1160,casual,Cottage Grove Ave & 51st St,751,43.41908566
1161,casual,Cherry Ave & Blackhawk St,763,18.7667322
1162,casual,Indiana Ave & 31st St,771,57.10049719
1163,casual,Halsted St & North Branch St,787,14.78689115
1164,casual,Western Ave & Monroe St,793,73.82761665
1165,casual,Monticello Ave & Irving Park Rd,802,31.25147548
1166,casual,Central Park Ave & North Ave,808,78.92310231
1167,casual,Albany Ave & Montrose Ave,809,30.00681912
1168,casual,Smith Park,812,55.48807471
1169,casual,Francisco Ave & Foster Ave,820,46.20989837
1170,casual,Kedzie Ave & 48th Pl,820,10.38841463
1171,casual,Winchester (Ravenswood) Ave & Balmoral Ave,825,23.64573737
1172,casual,Wentworth Ave & 33rd St,843,21.53604191
1173,casual,Prairie Ave & Garfield Blvd,850,55.21947059
1174,casual,Halsted St & 21st St,860,47.11044574
1175,casual,N Sheffield Ave & W Wellington Ave,867,12.48867743
1176,casual,Indiana Ave & 26th St,870,57.36869732
1177,casual,Wood St & Taylor St (Temp),886,17.08658766
1178,casual,Campbell Ave & Montrose Ave,887,19.16907178
1179,casual,Greenwood Ave & 47th St,900,69.43437037
1180,casual,Wentworth Ave & 24th St (Temp),907,42.94549798
1181,casual,Halsted St & 35th St,912,37.09850146
1182,casual,Ogden Ave & Congress Pkwy,914,28.07733406
1183,casual,Clark St & Columbia Ave,920,20.31820652
1184,casual,Hermitage Ave & Polk St,921,16.77287369
1185,casual,Rockwell St & Fletcher St,935,15.29942959
1186,casual,N Carpenter St & W Lake St,945,12.74606702
1187,casual,Hoyne Ave & Balmoral Ave,972,21.93604252
1188,casual,Sheridan Rd & Greenleaf Ave,1005,33.05538972
1189,casual,State St & 35th St,1006,33.0712061
1190,casual,Calumet Ave & 33rd St,1008,32.42002315
1191,casual,Paulina St & Howard St,1008,69.39452712
1192,casual,Canal St & Harrison St,1013,22.5816387
1193,casual,Western Ave & Fillmore St,1022,31.52082518
1194,casual,Christiana Ave & Lawrence Ave,1023,42.16793744
1195,casual,Avondale Ave & Irving Park Rd,1025,50.25595122
1196,casual,Wentworth Ave & 35th St,1027,43.9852483
1197,casual,Oakley Ave & Irving Park Rd,1034,26.88272083
1198,casual,Troy St & Elston Ave,1036,28.07437259
1199,casual,Western Ave & Congress Pkwy,1039,50.0521495
1200,casual,Lincoln Ave & Belmont Ave,1062,18.58611111
1201,casual,Leavitt St & Lawrence Ave,1084,27.17091021
1202,casual,Harper Ave & 59th St,1087,30.09431156
1203,casual,Lincoln Ave & Winona St,1101,36.81636391
1204,casual,May St & Cullerton St,1101,21.93984257
1205,casual,Morgan St & 31st St,1105,20.16377074
1206,casual,California Ave & Byron St,1113,23.87684936
1207,casual,Washtenaw Ave & Lawrence Ave,1118,29.6167263
1208,casual,Wilton Ave & Diversey Pkwy*,1125,14.63699259
1209,casual,Halsted St & Archer Ave,1126,29.03996448
1210,casual,Artesian Ave & Hubbard St,1133,45.77840541
1211,casual,W Armitage Ave & N Sheffield Ave,1133,12.02241836
1212,casual,Racine Ave & Fullerton Ave (Temp),1139,16.81640328
1213,casual,Rockwell St & Eastwood Ave,1146,19.37082606
1214,casual,Clark St & Schreiber Ave,1160,29.79727011
1215,casual,Rhodes Ave & 32nd St,1184,46.64532658
1216,casual,Spaulding Ave & Division St,1196,17.54850892
1217,casual,Avers Ave & Belmont Ave,1220,31.7020082
1218,casual,Greenview Ave & Jarvis Ave,1232,18.23578193
1219,casual,Lake Park Ave & 47th St,1247,48.86353916
1220,casual,Morgan Ave & 14th Pl,1276,36.77473877
1221,casual,Laflin St & Cullerton St,1282,22.25566823
1222,casual,Clinton St & Tilden St,1284,44.7180296
1223,casual,Lincoln Ave & Roscoe St,1293,35.22464553
1224,casual,Clinton St & 18th St,1297,21.30082241
1225,casual,Clark St & Elmdale Ave,1306,81.10777182
1226,casual,Clark St & Lunt Ave,1309,39.1118793
1227,casual,Racine Ave & 15th St,1319,31.73373768
1228,casual,Claremont Ave & Hirsch St,1321,27.21384052
1229,casual,State St & 19th St,1324,52.60808157
1230,casual,Emerald Ave & 31st St,1330,22.83828321
1231,casual,Kosciuszko Park,1330,29.32682957
1232,casual,Damen Ave & Cullerton St,1332,28.03031782
1233,casual,California Ave & Montrose Ave,1336,46.61717814
1234,casual,Lake Park Ave & 35th St,1342,84.7403378
1235,casual,Southport Ave & Clark St,1342,20.90827124
1236,casual,Ravenswood Ave & Berteau Ave,1343,16.80208488
1237,casual,Wells St & 19th St,1346,55.74784547
1238,casual,Wolcott Ave & Polk St,1357,39.82788013
1239,casual,Halsted St & 18th St,1363,19.97168012
1240,casual,Kimball Ave & Belmont Ave,1366,29.83711567
1241,casual,Richmond St & Diversey Ave,1368,38.76218324
1242,casual,Damen Ave & Walnut (Lake) St,1370,38.85821168
1243,casual,Leavitt St & Addison St,1391,28.85044333
1244,casual,Western Ave & Roscoe St,1393,22.31296961
1245,casual,Chicago Ave & Washington St,1395,27.86984468
1246,casual,Damen Ave & Sunnyside Ave,1400,22.72795238
1247,casual,University Library (NU),1429,53.13743877
1248,casual,Winchester Ave & Elston Ave,1430,18.96381119
1249,casual,Sheridan Rd & Columbia Ave,1433,50.62882066
1250,casual,Sheridan Rd & Argyle St,1441,27.1270761
1251,casual,Talman Ave & Addison St,1442,36.13621128
1252,casual,State St & 33rd St,1463,31.1515835
1253,casual,Elston Ave & Wabansia Ave,1469,17.8353415
1254,casual,Ellis Ave & 53rd St,1478,27.31555029
1255,casual,Damen Ave & Madison St,1495,31.11653289
1256,casual,Green St & Washington Blvd,1512,31.0929784
1257,casual,Hampden Ct & Diversey Ave,1512,12.1436067
1258,casual,Paulina St & Flournoy St,1520,24.06366228
1259,casual,Damen Ave & Wabansia Ave,1555,14.52756699
1260,casual,Racine Ave & Congress Pkwy,1558,20.17480745
1261,casual,W Oakdale Ave & N Broadway,1559,13.15026727
1262,casual,St. Louis Ave & Fullerton Ave,1571,62.58256949
1263,casual,Central Park Ave & Elbridge Ave,1576,20.11926819
1264,casual,Ashland Ave & Belle Plaine Ave,1599,15.26503023
1265,casual,Buckingham Fountain (Temp),1605,38.60014538
1266,casual,Troy St & North Ave,1618,35.18677379
1267,casual,California Ave & Altgeld St,1619,20.9638357
1268,casual,Elizabeth (May) St & Fulton St,1628,18.45158681
1269,casual,Throop St & Taylor St,1631,17.74503372
1270,casual,Paulina St & Montrose Ave,1666,19.86386555
1271,casual,Central Park Ave & Bloomingdale Ave,1682,48.89332144
1272,casual,Loomis St & Jackson Blvd,1731,23.16208357
1273,casual,Wood St & Hubbard St,1731,18.30880994
1274,casual,Glenwood Ave & Morse Ave,1738,25.18455121
1275,casual,Ellis Ave & 58th St,1763,21.5471072
1276,casual,Blackstone Ave & Hyde Park Blvd,1767,45.14524618
1277,casual,Orleans St & Elm St,1780,26.83220974
1278,casual,Halsted St & Roosevelt Rd,1788,19.17827181
1279,casual,MLK Jr Dr & 29th St,1797,35.70840289
1280,casual,Damen Ave & Melrose Ave,1804,41.28498707
1281,casual,Lincoln Ave & Addison St,1808,20.10266409
1282,casual,California Ave & Fletcher St,1860,22.29860215
1283,casual,Lincoln Ave & Waveland Ave,1873,28.90842677
1284,casual,Campbell Ave & Fullerton Ave,1878,17.05033724
1285,casual,Damen Ave & Foster Ave,1911,19.83319379
1286,casual,Damen Ave & Clybourn Ave,1923,20.15792165
1287,casual,LaSalle St & Adams St,1958,34.56099762
1288,casual,Green St & Randolph St,1967,36.08567192
1289,casual,Milwaukee Ave & Fullerton Ave,1971,12.62634872
1290,casual,Larrabee St & Menomonee St,1976,19.68712045
1291,casual,Wabash Ave & Cermak Rd,1987,35.27012246
1292,casual,Paulina St & 18th St,1989,20.24044746
1293,casual,Leavitt St & Division St,2001,22.64383642
1294,casual,Sedgwick St & Schiller St,2005,41.40277639
1295,casual,Racine Ave & Washington Blvd,2008,18.10791833
1296,casual,Damen Ave & Leland Ave,2023,34.68598616
1297,casual,Wood St & Augusta Blvd,2028,17.63981755
1298,casual,Damen Ave & Grand Ave,2075,18.4677751
1299,casual,Ashland Ave & Chicago Ave,2086,17.21645893
1300,casual,Stave St & Armitage Ave,2088,24.64331098
1301,casual,Larrabee St & Oak St,2111,18.53378336
1302,casual,Kedzie Ave & Palmer Ct,2131,32.74785703
1303,casual,Clark St & Ida B Wells Dr,2148,54.02002638
1304,casual,Lincoln Ave & Belle Plaine Ave,2175,18.48672797
1305,casual,Albany Ave & Bloomingdale Ave,2188,28.96457952
1306,casual,Leavitt St & Chicago Ave,2192,17.6080368
1307,casual,Sheridan Rd & Loyola Ave,2203,38.63602663
1308,casual,Leavitt St & Belmont Ave,2205,19.90609977
1309,casual,Lincoln Ave & Sunnyside Ave,2211,23.41794814
1310,casual,Clybourn Ave & Division St,2213,31.99549631
1311,casual,Ashland Ave & Augusta Blvd,2263,18.16641626
1312,casual,Morgan St & Lake St*,2266,19.71927773
1313,casual,Ravenswood Ave & Irving Park Rd,2270,21.11276799
1314,casual,Clark St & 9th St (AMLI),2271,24.62328636
1315,casual,Racine Ave & Randolph St,2272,22.3521787
1316,casual,Benson Ave & Church St,2287,38.76542049
1317,casual,California Ave & Division St,2325,32.37637993
1318,casual,Wolcott (Ravenswood) Ave & Montrose Ave,2335,17.09722341
1319,casual,Morgan St & 18th St,2348,22.02206133
1320,casual,California Ave & North Ave,2363,27.63589364
1321,casual,Lincoln Ave & Belmont Ave (Temp),2365,19.42264271
1322,casual,Milwaukee Ave & Rockwell St,2369,19.98492332
1323,casual,Ashland Ave & Wellington Ave,2459,18.20747594
1324,casual,Leavitt St & Armitage Ave,2481,17.18496574
1325,casual,California Ave & Francis Pl (Temp),2495,24.27810287
1326,casual,Damen Ave & Wellington Ave,2504,18.42877396
1327,casual,Ashland Ave & Grand Ave,2510,22.50563745
1328,casual,Canal St & Taylor St,2530,22.6558498
1329,casual,Chicago Ave & Sheridan Rd,2548,46.63729723
1330,casual,Ashland Ave & Lake St,2555,17.8529028
1331,casual,Lake Park Ave & 56th St,2558,30.33489705
1332,casual,Wacker Dr & Washington St,2563,33.14218364
1333,casual,Logan Blvd & Elston Ave,2572,18.24066874
1334,casual,Wood St & Chicago Ave,2578,21.46708689
1335,casual,Calumet Ave & 21st St,2581,43.86881054
1336,casual,Morgan St & Polk St,2585,16.50889749
1337,casual,Sheridan Rd & Noyes St (NU),2588,30.54884724
1338,casual,Broadway & Ridge Ave,2595,36.15243417
1339,casual,Jefferson St & Monroe St,2600,22.18567949
1340,casual,May St & Taylor St,2618,36.79659409
1341,casual,State St & Pearson St,2623,32.92677596
1342,casual,Blue Island Ave & 18th St,2628,36.76630518
1343,casual,Woodlawn Ave & 55th St,2636,33.69470789
1344,casual,Lincoln Ave & Roscoe St*,2642,16.23221675
1345,casual,Bissell St & Armitage Ave,2668,17.78578211
1346,casual,Sheridan Rd & Lawrence Ave,2681,29.57047122
1347,casual,Winthrop Ave & Lawrence Ave,2684,22.47388847
1348,casual,Spaulding Ave & Armitage Ave,2693,33.07482981
1349,casual,Racine Ave & 18th St,2695,21.83605442
1350,casual,Western Ave & Division St,2699,44.30908979
1351,casual,Seeley Ave & Roscoe St,2734,25.50710802
1352,casual,Fairbanks St & Superior St,2737,47.61006577
1353,casual,Financial Pl & Ida B Wells Dr,2753,30.30678048
1354,casual,Clarendon Ave & Leland Ave,2795,43.95374478
1355,casual,Clark St & Montrose Ave,2808,23.38476377
1356,casual,Dearborn St & Van Buren St,2832,30.40038842
1357,casual,Halsted St & Polk St,2832,21.5668903
1358,casual,Humboldt Blvd & Armitage Ave,2861,21.14666201
1359,casual,Ashland Ave & Wrightwood Ave,2868,17.49942469
1360,casual,Orleans St & Hubbard St,2894,17.83623589
1361,casual,Noble St & Milwaukee Ave,2915,19.85393368
1362,casual,Museum of Science and Industry,2927,48.04796151
1363,casual,Ada St & Washington Blvd,2933,16.70558018
1364,casual,Broadway & Thorndale Ave,2945,34.77284097
1365,casual,Broadway & Berwyn Ave,2952,33.13410682
1366,casual,Western Ave & Leland Ave,2953,26.62820296
1367,casual,Southport Ave & Irving Park Rd,2955,16.98440496
1368,casual,Sangamon St & Lake St,2970,22.025
1369,casual,Lake Park Ave & 53rd St,2985,36.93677275
1370,casual,Ashland Ave & Grace St,3021,19.74012468
1371,casual,Larrabee St & North Ave,3028,16.16568692
1372,casual,LaSalle St & Washington St,3037,25.44210295
1373,casual,Clark St & Bryn Mawr Ave,3052,22.04551114
1374,casual,Loomis St & Lexington St,3064,21.71795039
1375,casual,Campbell Ave & North Ave,3099,21.38679682
1376,casual,Desplaines St & Jackson Blvd,3108,15.826716
1377,casual,Walsh Park,3114,24.11290409
1378,casual,Greenview Ave & Diversey Pkwy,3123,17.58109724
1379,casual,Racine Ave & Wrightwood Ave,3124,15.61893406
1380,casual,Leavitt St & North Ave,3125,17.19876267
1381,casual,Sangamon St & Washington Blvd,3129,23.21600085
1382,casual,Delano Ct & Roosevelt Rd,3152,29.90537225
1383,casual,Broadway & Granville Ave,3163,50.81159237
1384,casual,Clinton St & Roosevelt Rd,3163,27.30015281
1385,casual,Aberdeen St & Monroe St,3175,26.29728609
1386,casual,Canal St & Jackson Blvd,3179,26.50546293
1387,casual,Cornell Ave & Hyde Park Blvd,3179,34.36473734
1388,casual,Damen Ave & Charleston St,3186,18.74498326
1389,casual,Ogden Ave & Race Ave,3238,16.90150299
1390,casual,Damen Ave & Thomas St (Augusta Blvd),3244,19.06648685
1391,casual,Canal St & Monroe St,3248,20.75192939
1392,casual,Franklin St & Adams St (Temp),3251,31.11780478
1393,casual,Sheridan Rd & Buena Ave,3268,30.52396981
1394,casual,Wabash Ave & 16th St,3272,27.59250713
1395,casual,Broadway & Argyle St,3285,34.38633688
1396,casual,Elston Ave & Cortland St,3304,18.28391344
1397,casual,N Green St & W Lake St,3310,13.99442095
1398,casual,California Ave & Cortez St,3324,19.28784597
1399,casual,Dearborn St & Adams St,3333,45.79822982
1400,casual,900 W Harrison St,3360,18.64479663
1401,casual,Eckhart Park,3423,23.88295842
1402,casual,Western Ave & Walton St,3430,19.07931001
1403,casual,Marine Dr & Ainslie St,3488,43.50528956
1404,casual,Aberdeen St & Jackson Blvd,3517,24.98924746
1405,casual,Halsted St & Maxwell St,3524,22.29420166
1406,casual,Clark St & Leland Ave,3552,18.01497748
1407,casual,Larrabee St & Armitage Ave,3597,19.85738578
1408,casual,Morgan St & Lake St,3634,25.81858833
1409,casual,Ashland Ave & Blackhawk St,3642,22.38566264
1410,casual,State St & Van Buren St,3643,44.6924467
1411,casual,Wells St & Walton St,3662,17.7344939
1412,casual,Paulina Ave & North Ave,3682,19.77630817
1413,casual,Orleans St & Chestnut St (NEXT Apts),3700,17.07282883
1414,casual,LaSalle St & Jackson Blvd,3713,36.114741
1415,casual,Michigan Ave & 18th St,3732,28.55142462
1416,casual,Halsted St & Willow St,3785,20.82930867
1417,casual,Sheffield Ave & Willow St,3849,24.37392829
1418,casual,State St & Harrison St,3850,32.99751948
1419,casual,Ellis Ave & 55th St,3852,17.76086449
1420,casual,Calumet Ave & 18th St,3856,54.1004668
1421,casual,Wells St & Polk St,3873,19.30660986
1422,casual,Aberdeen St & Randolph St,3894,24.71661531
1423,casual,Rush St & Hubbard St,3930,30.8713274
1424,casual,Broadway & Wilson - Truman College Vaccination Site,3932,26.67497881
1425,casual,Carpenter St & Huron St,3941,15.66027658
1426,casual,Franklin St & Monroe St,3948,22.87556569
1427,casual,Clifton Ave & Armitage Ave,3955,15.80285293
1428,casual,Damen Ave & Division St,3988,33.64626797
1429,casual,Desplaines St & Randolph St,4013,19.98691336
1430,casual,Sedgwick St & Huron St,4044,17.1507336
1431,casual,Canal St & Madison St,4063,38.4268972
1432,casual,Cannon Dr & Fullerton Ave,4085,47.76366381
1433,casual,Southport Ave & Clybourn Ave,4132,18.85918441
1434,casual,Racine Ave & Fullerton Ave,4190,17.95159109
1435,casual,Wabash Ave & Adams St,4200,42.17272619
1436,casual,Larrabee St & Division St,4269,21.87053564
1437,casual,Clarendon Ave & Gordon Ter,4276,20.42009277
1438,casual,McCormick Place,4281,42.57261933
1439,casual,Lakefront Trail & Wilson Ave,4312,51.59230829
1440,casual,Fort Dearborn Dr & 31st St,4320,72.87821759
1441,casual,Clarendon Ave & Junior Ter,4431,29.42634469
1442,casual,Dayton St & North Ave,4436,17.69763676
1443,casual,Clinton St & Jackson Blvd,4443,23.19519469
1444,casual,Damen Ave & Chicago Ave,4488,22.63295083
1445,casual,Ogden Ave & Chicago Ave,4491,18.37710606
1446,casual,Clark St & Berwyn Ave,4507,22.27821537
1447,casual,Michigan Ave & 14th St,4541,45.23340674
1448,casual,Sheffield Ave & Kingsbury St,4654,17.78572196
1449,casual,Ellis Ave & 60th St,4662,15.51551909
1450,casual,Larrabee St & Kingsbury St,4664,15.85415952
1451,casual,Western Ave & Winnebago Ave,4694,24.59945675
1452,casual,Franklin St & Lake St,4724,31.27020181
1453,casual,Burnham Harbor,4732,39.71449352
1454,casual,Michigan Ave & Ida B Wells Dr,4784,55.41181368
1455,casual,Clark St & Chicago Ave,4817,27.01552834
